35200,14863,1
23982,48111,1
9995,218460,1
29984,31788,1
44125,45194,1
23999,46983,1
36000,19959,1
25999,25141,1
27595,21370,1
38790,31634,-1
54975,85527,1
43345,33022,1
33591,30020,1
28991,66778,-1
23377,104806,1
15000,76077,1
45500,17424,1
43987,39512,1
28995,111355,1
21995,49039,1
41950,14795,-1
32508,20319,1
25689,37886,1
20989,92839,1
39199,91857,1
28999,21903,-1
19599,66030,-1
37999,30126,1
37523,31331,1
22995,35000,1
29990,16199,1
26581,55197,1
29992,37508,1
51995,19656,1
16995,144797,1
44363,18603,1
40000,16037,1
49944,19331,1
35788,49397,1
19992,46099,1
18500,34396,1
15500,111023,1
28991,26254,1
23595,58888,-1
35450,32591,1
27530,36107,1
26999,37825,1
26999,57222,1
39999,35772,1
44999,35580,-1
22950,19279,1
27908,86749,-1
39624,12430,-1
29243,48048,1
17757,107458,1
41853,19001,-1
31981,29470,1
26995,19703,1
26998,39115,1
20490,18241,1
24988,58513,-1
45991,21605,1
30000,40754,1
24490,63301,1
16900,39000,1
41451,15000,1
37991,76054,-1
40998,26080,1
38992,26522,1
15000,81186,-1
26994,30562,1
30864,12906,1
26431,68672,1
20987,50271,1
26392,45225,1
37999,27553,1
46445,31819,1
32500,49867,1
31995,42610,1
19991,92511,-1
19996,33179,1
20936,118015,-1
28995,18730,1
23244,65109,1
13788,95230,1
26715,21501,1
26990,33504,-1
29446,60378,1
44988,18005,-1
5999,205324,1
31000,19374,1
25695,41826,-1
18422,88929,1
30899,48174,1
38884,13905,1
38260,11337,1
29555,14272,1
36988,42510,1
39028,22255,1
30675,15078,1
47790,41131,-1
33892,12625,1
29525,47781,1
50000,23017,1
29999,45414,1
34992,89672,1
51922,17032,-1
38777,50434,1
45991,42778,1
37551,21728,1
28987,39523,1
27616,34595,1
25599,13812,1
26500,82942,1
28141,39034,1
37985,10969,1
23412,82031,1
34571,66693,1
29744,34770,1
41781,52538,1
41257,20866,1
20908,16784,1
27228,35862,1
30500,51096,1
22995,80430,1
22601,46575,-1
27495,32624,1
26639,39141,-1
28977,62899,1
25999,96559,1
21500,90733,-1
47899,7468,1
35999,27192,-1
46637,24344,-1
44990,12289,1
37492,15236,-1
34999,11341,1
35800,86366,-1
29658,30397,1
47985,810,-1
28995,42141,-1
39950,65627,-1
24545,266178,1
28520,38956,-1
24854,30671,1
23995,34089,1
21784,69121,1
30488,45227,1
44992,21350,1
49477,30699,-1
28900,35102,-1
28490,86098,-1
28540,30352,1
26681,55463,1
21179,47999,1
40982,84161,-1
49259,13340,-1
37981,14218,1
37000,25964,1
35990,33473,1
33750,14491,-1
41990,24384,1
54223,18503,1
33846,12932,1
47466,24014,1
45995,48983,-1
25887,16432,1
26984,26768,-1
44888,23790,1
38311,34292,1
32999,70971,1
34818,60565,-1
23588,33656,1
34999,62166,-1
28499,44318,1
22982,15885,1
24998,53569,-1
24124,15768,1
9890,116025,1
52480,16429,-1
58942,12615,1
20389,49113,1
41996,43402,1
19977,76908,1
31688,31804,-1
34900,19065,1
6600,242684,1
29988,31417,1
24995,36881,1
36998,81197,-1
40795,19407,1
39708,60069,-1
49795,4613,-1
45991,37173,-1
41467,49674,1
28308,23250,1
28139,18503,-1
29800,33460,1
20167,36961,-1
41131,26826,1
37993,46602,1
24995,87826,-1
24991,21252,1
40890,18315,1
24999,19229,1
25999,17703,1
47999,20103,1
28999,26409,1
39392,32581,-1
27491,18761,1
29282,21902,1
24888,62638,1
45995,15637,1
21500,33976,1
24980,34433,1
34000,27271,1
24998,62669,1
32477,17337,1
58369,24674,-1
23995,16511,1
37500,46425,1
30555,36981,1
28991,31558,-1
40247,10058,1
32645,28321,1
30374,46420,1
30998,26770,-1
50598,16659,-1
42991,44834,1
42333,36003,-1
28500,84440,1
34455,2881,1
19490,37043,1
38000,82497,-1
30328,82756,1
37688,21935,-1
18994,74421,-1
24398,75057,1
32419,50925,1
27590,30741,1
14499,69264,1
34623,17781,-1
30896,31813,1
36588,85241,1
28739,38919,1
25900,14657,1
14995,119564,1
28995,67152,-1
33991,43722,-1
20997,4832,1
27951,17289,1
39999,15362,1
27495,39194,1
25989,46101,1
38990,38703,1
36874,11040,1
26978,45947,1
34888,21334,-1
28995,31863,1
57998,11342,1
20990,37264,-1
21487,17782,-1
33495,39303,1
17990,10825,1
42302,35717,-1
29995,53012,1
21982,111001,1
34888,11310,-1
32505,27123,-1
44376,47077,-1
34985,42106,1
37981,32293,1
46690,33122,-1
9995,258855,1
27100,15390,-1
25699,29556,1
21490,30710,1
9195,99525,1
28616,17498,1
34391,71731,1
25348,45016,-1
27000,47874,1
16500,115431,1
26989,19748,-1
28000,41373,1
39807,64272,1
43900,34419,1
27691,38569,1
34450,16387,1
22490,84553,-1
24488,64759,1
47899,3443,1
21995,55865,1
25890,47751,-1
30720,16405,1
27588,39185,-1
31941,46819,1
29700,12553,1
14880,36872,1
45989,66251,1
12995,58679,1
49980,34046,-1
35992,25138,1
45225,16255,1
30599,19618,1
30000,23076,1
9995,131350,-1
35048,58400,1
45000,41173,-1
37391,65052,1
25989,31885,1
14994,74989,1
29799,35215,1
38989,17570,1
42974,26814,1
38959,88026,1
44333,22329,1
40211,15693,1
38590,87514,1
25500,32883,1
29990,13033,-1
22495,35376,1
30957,34446,1
27988,32738,-1
29637,22423,1
41950,85280,1
30522,40152,1
22887,61144,1
34500,17437,1
29350,87893,1
22896,85227,1
19269,49160,1
36188,18524,1
53991,3788,1
36500,23945,1
41603,18325,1
49501,19816,-1
31438,73999,1
28498,48627,1
42995,11159,1
35274,69359,1
28959,34046,1
46490,30408,1
44391,39136,1
26670,58667,-1
29299,41779,1
29575,45251,-1
19000,32207,1
32000,18273,1
28900,29890,1
29582,53214,1
23015,13817,1
27347,34413,-1
13999,102003,1
24988,53529,-1
19978,34417,1
38480,45134,1
27979,19169,1
34830,44526,1
29263,44094,1
31368,49815,1
27998,34209,1
39228,44601,1
24889,31650,1
41894,36361,1
14491,90295,1
27383,56348,1
27595,16766,1
26909,34482,-1
40995,39009,-1
20499,58013,1
20594,46960,1
18800,23091,1
9978,88145,1
44787,15196,1
41900,30163,-1
45998,41753,1
25985,29676,1
21990,99251,-1
14949,178971,1
37985,11700,1
24991,92625,1
19890,49865,1
33991,22940,1
25800,39426,1
30916,32418,1
26848,30536,-1
31000,80079,1
29948,32262,1
39795,78236,-1
28991,25694,1
30996,63439,1
45777,19901,1
36094,22548,1
47000,15543,1
16900,78651,1
19499,45239,1
35312,17699,1
13995,127649,1
29990,56779,1
36177,12180,1
13990,17333,1
42819,11216,1
28990,11543,1
39049,70603,1
36188,22984,1
31999,18389,1
28595,45418,1
24874,116524,1
35991,49380,1
48989,50278,1
30452,59183,-1
18446,83739,1
23901,21836,1
26929,30913,1
40492,44043,1
96626,23597,-1
35121,47887,1
59981,3416,-1
24996,24652,-1
25997,112688,-1
29400,32063,-1
19915,49518,-1
31488,87134,1
13999,54300,1
33966,19324,1
36085,30611,1
36398,48257,1
21000,32127,1
27975,36117,-1
32934,13365,1
27997,11131,-1
33999,19499,1
27998,63950,1
35126,43314,1
22492,74712,1
19524,116822,1
19999,36604,1
27000,19949,1
43546,23882,1
35960,13300,1
25168,35870,-1
36699,18143,1
27558,25660,-1
25388,45501,1
27724,31696,1
36788,12341,1
30750,19529,1
22279,40296,1
35991,19048,1
32398,34383,1
26995,38175,-1
27393,17968,1
35981,31100,-1
21400,49911,1
28000,32919,1
24298,33213,1
38588,23521,1
28947,38732,1
13000,105511,1
43549,43805,1
48491,14643,1
20498,76652,-1
19947,42567,1
33987,22779,1
23995,35150,1
26878,47349,1
40828,83694,-1
40895,66746,1
23950,18087,1
41475,45971,1
25313,21054,1
26987,24408,1
26250,111450,-1
30140,34269,-1
22795,49572,1
49888,32565,-1
6995,101296,1
25910,42024,1
25998,11866,-1
26989,45467,1
40991,40090,1
20950,64101,1
41467,48525,1
48200,17518,-1
30000,19877,1
30999,34386,1
23409,49722,1
38397,55558,1
33757,14226,1
26900,14861,1
36887,14714,1
43400,92372,-1
21257,43018,1
27500,81723,1
32880,14733,-1
22289,47750,1
26982,33042,1
28999,63233,1
25999,17280,-1
33991,39045,1
17699,89841,1
32932,15017,1
47097,47455,-1
30992,35007,1
26250,57983,-1
29989,35774,-1
30550,31410,1
43998,48843,1
25998,64150,-1
41914,29822,1
41469,19268,1
24139,30724,1
37600,43626,-1
49498,24185,1
40995,36459,1
33812,38043,1
27974,89771,1
41391,33457,1
40824,37897,1
19885,72889,-1
22995,81262,1
20494,57793,1
34740,23853,1
27710,10088,1
3998,119149,1
4500,114747,-1
30000,32641,1
32578,31165,1
23517,42682,-1
31975,15907,1
31977,19576,1
40844,35450,1
34500,10843,-1
20579,43635,1
21139,42566,1
24900,59621,1
43981,16152,1
36400,17392,1
39500,38976,1
35447,21836,-1
8495,145111,-1
16900,79401,1
16999,66664,-1
41442,50723,1
49981,48160,-1
45995,19995,-1
25500,38453,1
16995,61067,1
26882,37514,1
42999,17391,-1
43990,15656,1
26986,1000,1
29887,65970,-1
9994,83497,1
34900,17918,1
17995,23261,1
43988,33356,1
26875,19296,-1
29995,30317,1
28995,34983,1
45226,42289,1
27994,34695,1
39697,25906,1
19895,23851,1
11994,39260,1
28471,41688,1
19200,22487,-1
21352,84944,1
26995,23701,1
44989,36204,-1
22989,22053,1
32982,10339,1
22995,15740,1
42144,42730,1
26251,25973,1
39768,15088,1
22666,70652,-1
29474,13430,-1
30000,11668,1
41992,28236,1
21393,82928,1
28977,36697,1
34993,10005,1
22928,13595,1
27499,13025,1
37900,56727,1
26191,38904,1
41250,80815,1
27500,37610,1
24209,47134,-1
20939,41321,1
27985,88570,1
39841,35865,-1
26495,11750,1
31994,15667,1
41498,44884,-1
42992,19672,1
29999,85823,1
44777,16494,-1
45488,38204,1
93935,31529,-1
21251,89798,-1
27139,33064,-1
24600,38170,1
31491,56981,1
32927,14708,1
28975,24160,1
25000,11134,1
36981,11872,1
7995,190884,1
19989,23814,1
